"EXP","EXPID","ID","ELIC","P1","P2","RTIME","OUT","CF_OUT","CHOICE","CORRECT_CHOICE","TEST","TRIAL","COND","CONT1","CONT2","SYML","SYMR","LR","REW","SESSION","OP1","OP2","EV1","EV2","CATCH","INV","CTIME","DIST","PLOT","DBTIME"
"TestNofixed","8390723966","Bob19","0","0.3","0","1354","-1","-1","1","1","1","61","-1","3","0","-1","2","1","54","0","1","0","-0.4","-1","0","1","569992","-1","-1","18:58:02"
"TestNofixed","5419614958","Bob14","0","0.3","0.4","1422","-1","1","1","0","1","61","-1","3","4","2","-0.2","0","28","0","1","0","-0.4","-0.2","0","0","570359","-1","-1","18:58:02"
"TestNofixed","5025811289","Bob6","0","0.3","0.3","1390","-1","1","1","1","1","61","-1","3","3","-0.4","5","1","64","0","1","0","-0.4","-0.4","0","1","571647","-1","-1","18:58:02"
"TestNofixed","4400324193","Bob12","0","0.3","0.4","1391","-1","-1","1","0","1","61","-1","3","4","-0.2","16","1","46","0","1","0","-0.4","-0.2","0","1","571995","-1","-1","18:58:03"
"TestNofixed","5397182363","Bob9","0","0.3","0.2","1424","1","-1","1","1","1","62","-1","3","2","9","-0.6","0","69","0","1","0","-0.4","-0.6","0","0","572713","-1","-1","18:58:03"
"TestNofixed","1924330878","Bob3","0","0.3","0.2","1440","-1","1","1","1","1","61","-1","3","2","12","-0.6","0","42","0","1","0","-0.4","-0.6","0","0","569904","-1","-1","18:58:03"
"TestNofixed","8717803471","Bob7","0","0.3","0.2","1431","-1","1","1","1","1","61","-1","3","2","-0.6","11","1","28","0","1","0","-0.4","-0.6","0","1","569225","-1","-1","18:58:03"
"TestNofixed","9222120436","Bob10","0","0.3","0.3","1358","-1","-1","1","1","1","62","-1","3","3","5","-0.4","0","59","0","1","0","-0.4","-0.4","0","0","572214","-1","-1","18:58:03"
"TestNofixed","8075390860","Bob2","0","0.3","0.3","1401","-1","1","1","1","1","61","-1","3","3","-0.4","5","1","34","0","1","0","-0.4","-0.4","0","1","570282","-1","-1","18:58:04"
"TestNofixed","2796802837","Bob11","0","0.3","0.1","1328","1","-1","1","1","1","61","-1","3","1","-0.8","16","1","40","0","1","0","-0.4","-0.8","0","1","573744","-1","-1","18:58:04"
"TestNofixed","5347507835","Bob16","0","0.3","0.4","1450","-1","1","1","0","1","61","-1","3","4","3","-0.2","0","60","0","1","0","-0.4","-0.2","0","0","571545","-1","-1","18:58:04"
"TestNofixed","6102502672","Bob18","0","0.3","0.4","1414","1","-1","1","0","1","61","-1","3","4","6","-0.2","0","74","0","1","0","-0.4","-0.2","0","0","570557","-1","-1","18:58:04"
"TestNofixed","4875751616","Bob15","0","0.3","0.4","1456","-1","1","1","0","1","61","-1","3","4","6","-0.2","0","38","0","1","0","-0.4","-0.2","0","0","570537","-1","-1","18:58:04"
"TestNofixed","3903750118","Bob5","0","0.7","0.2","1423","1","-1","1","1","1","62","-1","7","2","0.4","-0.6","0","53","0","0","0","0.4","-0.6","1","0","572800","-1","-1","18:58:04"
"TestNofixed","714591089","Bob8","0","0.3","0.4","1450","-1","-1","1","0","1","62","-1","3","4","-0.2","13","1","41","0","1","0","-0.4","-0.2","0","1","573490","-1","-1","18:58:04"
"TestNofixed","3770375042","Bob1","0","0.3","0.5","1456","1","-1","1","0","1","62","-1","3","5","8","0","0","41","0","1","0","-0.4","0","0","0","574103","-1","-1","18:58:04"
"TestNofixed","7946298863","Bob17","0","0.3","0.1","1399","1","-1","1","1","1","61","-1","3","1","6","-0.8","0","54","0","1","0","-0.4","-0.8","0","0","570880","-1","-1","18:58:04"
"TestNofixed","9231069906","Bob13","0","0.3","0.5","1375","-1","-1","1","0","1","62","-1","3","5","6","0","0","61","0","1","0","-0.4","0","0","0","572557","-1","-1","18:58:05"
"TestNofixed","4458819482","Bob4","0","0.3","0.2","1330","-1","-1","1","1","1","62","-1","3","2","2","-0.6","0","55","0","1","0","-0.4","-0.6","0","0","572956","-1","-1","18:58:05"
"TestNofixed","1980223943","Bob0","0","0.3","0.5","1349","-1","1","1","0","1","62","-1","3","5","0","8","1","31","0","1","0","-0.4","0","0","1","573004","-1","-1","18:58:05"
"TestNofixed","8390723966","Bob19","0","0.3","0.1","1374","-1","-1","1","1","1","62","-1","3","1","-0.8","2","1","53","0","1","0","-0.4","-0.8","0","1","573279","-1","-1","18:58:06"
"TestNofixed","5419614958","Bob14","0","0.3","0.5","1444","-1","-1","1","0","1","62","-1","3","5","0","2","1","27","0","1","0","-0.4","0","0","1","573713","-1","-1","18:58:06"
"TestNofixed","5025811289","Bob6","0","0.3","0.4","1429","-1","-1","1","0","1","62","-1","3","4","-0.2","5","1","63","0","1","0","-0.4","-0.2","0","1","574985","-1","-1","18:58:06"
"TestNofixed","4400324193","Bob12","0","0.3","0.5","1383","-1","1","1","0","1","62","-1","3","5","16","0","0","45","0","1","0","-0.4","0","0","0","575285","-1","-1","18:58:06"
"TestNofixed","1924330878","Bob3","0","0.3","0.3","1374","-1","1","1","1","1","62","-1","3","3","-0.4","12","1","41","0","1","0","-0.4","-0.4","0","1","573187","-1","-1","18:58:06"
"TestNofixed","5397182363","Bob9","0","0.3","0.3","1435","1","-1","1","1","1","63","-1","3","3","-0.4","9","1","70","0","1","0","-0.4","-0.4","0","1","576071","-1","-1","18:58:06"
"TestNofixed","8717803471","Bob7","0","0.3","0.3","1433","1","-1","1","1","1","62","-1","3","3","-0.4","11","1","29","0","1","0","-0.4","-0.4","0","1","572570","-1","-1","18:58:06"
"TestNofixed","9222120436","Bob10","0","0.3","0.4","1384","-1","-1","1","0","1","63","-1","3","4","-0.2","5","1","58","0","1","0","-0.4","-0.2","0","1","575508","-1","-1","18:58:06"
"TestNofixed","8075390860","Bob2","0","0.3","0.4","1367","-1","-1","1","0","1","62","-1","3","4","5","-0.2","0","33","0","1","0","-0.4","-0.2","0","0","573568","-1","-1","18:58:07"
"TestNofixed","2796802837","Bob11","0","0.3","0.2","1381","-1","-1","1","1","1","62","-1","3","2","16","-0.6","0","39","0","1","0","-0.4","-0.6","0","0","577032","-1","-1","18:58:07"
"TestNofixed","5347507835","Bob16","0","0.3","0.5","1452","-1","-1","1","0","1","62","-1","3","5","3","0","0","59","0","1","0","-0.4","0","0","0","574923","-1","-1","18:58:07"
"TestNofixed","6102502672","Bob18","0","0.3","0.5","1312","-1","1","1","0","1","62","-1","3","5","6","0","0","73","0","1","0","-0.4","0","0","0","573790","-1","-1","18:58:07"
"TestNofixed","4875751616","Bob15","0","0.9","0.2","1358","1","-1","1","1","1","62","-1","9","2","-0.6","0.8","1","39","0","0","0","0.8","-0.6","1","1","573809","-1","-1","18:58:07"
"TestNofixed","3903750118","Bob5","0","0.3","0.3","1424","-1","-1","1","1","1","63","-1","3","3","-0.4","13","1","52","0","1","0","-0.4","-0.4","0","1","576141","-1","-1","18:58:08"
"TestNofixed","714591089","Bob8","0","0.3","0.5","1443","-1","-1","1","0","1","63","-1","3","5","13","0","0","40","0","1","0","-0.4","0","0","0","576854","-1","-1","18:58:08"
"TestNofixed","3770375042","Bob1","0","0.3","0.6","1409","1","-1","2","1","1","63","-1","3","6","0.2","8","0","42","0","1","0","-0.4","0.2","0","1","577421","-1","-1","18:58:08"
"TestNofixed","7946298863","Bob17","0","0.3","0.2","1460","-1","1","1","1","1","62","-1","3","2","6","-0.6","0","53","0","1","0","-0.4","-0.6","0","0","574249","-1","-1","18:58:08"
"TestNofixed","9231069906","Bob13","0","0.3","0.6","1396","1","1","2","1","1","63","-1","3","6","0.2","6","0","62","0","1","0","-0.4","0.2","0","1","575863","-1","-1","18:58:08"
"TestNofixed","4458819482","Bob4","0","0.3","0.3","1356","-1","-1","1","1","1","63","-1","3","3","2","-0.4","0","54","0","1","0","-0.4","-0.4","0","0","576247","-1","-1","18:58:08"
"TestNofixed","1980223943","Bob0","0","0.3","0.6","1461","1","1","2","1","1","63","-1","3","6","8","0.2","1","32","0","1","0","-0.4","0.2","0","0","576386","-1","-1","18:58:08"
"TestNofixed","8390723966","Bob19","0","0.3","0.2","1418","-1","-1","1","1","1","63","-1","3","2","-0.6","2","1","52","0","1","0","-0.4","-0.6","0","1","576603","-1","-1","18:58:09"
"TestNofixed","5025811289","Bob6","0","0.3","0.5","1325","-1","1","1","0","1","63","-1","3","5","5","0","0","62","0","1","0","-0.4","0","0","0","578225","-1","-1","18:58:09"
"TestNofixed","5419614958","Bob14","0","0.3","0.6","1434","-1","-1","2","1","1","63","-1","3","6","2","0.2","1","26","0","1","0","-0.4","0.2","0","0","577057","-1","-1","18:58:09"
"TestNofixed","4400324193","Bob12","0","0.3","0.6","1346","1","1","2","1","1","63","-1","3","6","16","0.2","1","46","0","1","0","-0.4","0.2","0","0","578559","-1","-1","18:58:09"
"TestNofixed","5397182363","Bob9","0","0.3","0.4","1450","-1","-1","1","0","1","64","-1","3","4","-0.2","9","1","69","0","1","0","-0.4","-0.2","0","1","579432","-1","-1","18:58:09"
"TestNofixed","1924330878","Bob3","0","0.7","0.1","1479","1","1","1","1","1","63","-1","7","1","0.4","-0.8","0","42","0","0","0","0.4","-0.8","1","0","576575","-1","-1","18:58:09"
"TestNofixed","8717803471","Bob7","0","0.3","0.4","1365","-1","-1","1","0","1","63","-1","3","4","11","-0.2","0","28","0","1","0","-0.4","-0.2","0","0","575844","-1","-1","18:58:09"
"TestNofixed","9222120436","Bob10","0","0.3","0.5","1371","1","-1","1","0","1","64","-1","3","5","5","0","0","59","0","1","0","-0.4","0","0","0","578785","-1","-1","18:58:10"
"TestNofixed","8075390860","Bob2","0","0.3","0.5","1343","1","-1","1","0","1","63","-1","3","5","5","0","0","34","0","1","0","-0.4","0","0","0","576820","-1","-1","18:58:10"
"TestNofixed","2796802837","Bob11","0","0.3","0.3","1337","-1","-1","1","1","1","63","-1","3","3","-0.4","16","1","38","0","1","0","-0.4","-0.4","0","1","580282","-1","-1","18:58:10"
"TestNofixed","6102502672","Bob18","0","0.3","0.6","1423","1","-1","2","1","1","63","-1","3","6","0.2","6","0","74","0","1","0","-0.4","0.2","0","1","577141","-1","-1","18:58:11"
"TestNofixed","5347507835","Bob16","0","0.3","0.6","1497","1","-1","2","1","1","63","-1","3","6","0.2","3","0","60","0","1","0","-0.4","0.2","0","1","578337","-1","-1","18:58:11"
"TestNofixed","4875751616","Bob15","0","0.3","0.5","1517","-1","-1","1","0","1","63","-1","3","5","6","0","0","38","0","1","0","-0.4","0","0","0","577251","-1","-1","18:58:11"
"TestNofixed","3903750118","Bob5","0","0.3","0.4","1447","-1","1","1","0","1","64","-1","3","4","13","-0.2","0","51","0","1","0","-0.4","-0.2","0","0","579508","-1","-1","18:58:11"
"TestNofixed","714591089","Bob8","0","0.3","0.6","1384","-1","-1","2","1","1","64","-1","3","6","13","0.2","1","39","0","1","0","-0.4","0.2","0","0","580151","-1","-1","18:58:11"
"TestNofixed","3770375042","Bob1","0","0.3","0.7","1496","1","-1","2","1","1","64","-1","3","7","8","0.4","1","43","0","1","0","-0.4","0.4","0","0","580829","-1","-1","18:58:11"
"TestNofixed","7946298863","Bob17","0","0.3","0.3","1373","-1","-1","1","1","1","63","-1","3","3","6","-0.4","0","52","0","1","0","-0.4","-0.4","0","0","577531","-1","-1","18:58:11"
"TestNofixed","9231069906","Bob13","0","0.3","0.7","1364","1","1","2","1","1","64","-1","3","7","0.4","6","0","63","0","1","0","-0.4","0.4","0","1","579140","-1","-1","18:58:11"
"TestNofixed","4458819482","Bob4","0","0.3","0.4","1417","1","-1","1","0","1","64","-1","3","4","-0.2","2","1","55","0","1","0","-0.4","-0.2","0","1","579570","-1","-1","18:58:11"
"TestNofixed","1980223943","Bob0","0","0.3","0.7","1399","1","-1","2","1","1","64","-1","3","7","0.4","8","0","33","0","1","0","-0.4","0.4","0","1","579705","-1","-1","18:58:12"
"TestNofixed","5025811289","Bob6","0","0.3","0.6","1388","-1","-1","2","1","1","64","-1","3","6","0.2","5","0","61","0","1","0","-0.4","0.2","0","1","581522","-1","-1","18:58:12"
"TestNofixed","8390723966","Bob19","0","0.3","0.3","1458","-1","1","1","1","1","64","-1","3","3","2","-0.4","0","51","0","1","0","-0.4","-0.4","0","0","579968","-1","-1","18:58:12"
"TestNofixed","5419614958","Bob14","0","0.3","0.7","1368","-1","-1","2","1","1","64","-1","3","7","0.4","2","0","25","0","1","0","-0.4","0.4","0","1","580335","-1","-1","18:58:12"
"TestNofixed","4400324193","Bob12","0","0.3","0.7","1404","1","-1","2","1","1","64","-1","3","7","0.4","16","0","47","0","1","0","-0.4","0.4","0","1","581871","-1","-1","18:58:12"
"TestNofixed","1924330878","Bob3","0","0.3","0.4","1372","-1","-1","1","0","1","64","-1","3","4","12","-0.2","0","41","0","1","0","-0.4","-0.2","0","0","579863","-1","-1","18:58:13"
"TestNofixed","5397182363","Bob9","0","0.3","0.5","1416","-1","1","1","0","1","65","-1","3","5","0","9","1","68","0","1","0","-0.4","0","0","1","582755","-1","-1","18:58:13"
"TestNofixed","8717803471","Bob7","0","0.3","0.5","1309","-1","1","1","0","1","64","-1","3","5","0","11","1","27","0","1","0","-0.4","0","0","1","579092","-1","-1","18:58:13"
"TestNofixed","9222120436","Bob10","0","0.3","0.6","1387","1","-1","2","1","1","65","-1","3","6","5","0.2","1","60","0","1","0","-0.4","0.2","0","0","582103","-1","-1","18:58:13"
"TestNofixed","8075390860","Bob2","0","0.3","0.6","1373","-1","-1","2","1","1","64","-1","3","6","0.2","5","0","33","0","1","0","-0.4","0.2","0","1","580108","-1","-1","18:58:13"
"TestNofixed","2796802837","Bob11","0","0.3","0.4","1368","-1","-1","1","0","1","64","-1","3","4","16","-0.2","0","37","0","1","0","-0.4","-0.2","0","0","583568","-1","-1","18:58:14"
"TestNofixed","6102502672","Bob18","0","0.3","0.7","1330","1","-1","2","1","1","64","-1","3","7","0.4","6","0","75","0","1","0","-0.4","0.4","0","1","580377","-1","-1","18:58:14"
"TestNofixed","5347507835","Bob16","0","0.9","0.1","1549","1","-1","1","1","1","64","-1","9","1","-0.8","0.8","1","61","0","0","0","0.8","-0.8","1","1","581815","-1","-1","18:58:14"
"TestNofixed","3903750118","Bob5","0","0.3","0.5","1462","1","1","1","0","1","65","-1","3","5","0","13","1","52","0","1","0","-0.4","0","0","1","582892","-1","-1","18:58:14"
"TestNofixed","4875751616","Bob15","0","0.3","0.6","1572","1","-1","2","1","1","64","-1","3","6","0.2","6","0","39","0","1","0","-0.4","0.2","0","1","580732","-1","-1","18:58:14"
"TestNofixed","714591089","Bob8","0","0.3","0.7","1549","1","1","2","1","1","65","-1","3","7","13","0.4","1","40","0","1","0","-0.4","0.4","0","0","583606","-1","-1","18:58:14"
"TestNofixed","7946298863","Bob17","0","0.3","0.4","1391","-1","-1","1","0","1","64","-1","3","4","6","-0.2","0","51","0","1","0","-0.4","-0.2","0","0","580830","-1","-1","18:58:14"
"TestNofixed","3770375042","Bob1","0","0.3","0.8","1465","1","-1","2","1","1","65","-1","3","8","8","0.6","1","44","0","1","0","-0.4","0.6","0","0","584206","-1","-1","18:58:14"
"TestNofixed","4458819482","Bob4","0","0.3","0.5","1443","-1","1","1","0","1","65","-1","3","5","0","2","1","54","0","1","0","-0.4","0","0","1","582929","-1","-1","18:58:15"
"TestNofixed","9231069906","Bob13","0","0.3","0.8","1525","1","-1","2","1","1","65","-1","3","8","6","0.6","1","64","0","1","0","-0.4","0.6","0","0","582592","-1","-1","18:58:15"
"TestNofixed","1980223943","Bob0","0","0.3","0.8","1402","1","-1","2","1","1","65","-1","3","8","0.6","8","0","34","0","1","0","-0.4","0.6","0","1","583019","-1","-1","18:58:15"
"TestNofixed","8390723966","Bob19","0","0.3","0.4","1377","-1","-1","1","0","1","65","-1","3","4","2","-0.2","0","50","0","1","0","-0.4","-0.2","0","0","583258","-1","-1","18:58:16"
"TestNofixed","5419614958","Bob14","0","0.8","0.1","1435","1","-1","1","1","1","65","-1","8","1","0.6","-0.8","0","26","0","0","0","0.6","-0.8","1","0","583683","-1","-1","18:58:16"
"TestNofixed","5025811289","Bob6","0","0.3","0.7","1514","-1","1","2","1","1","65","-1","3","7","5","0.4","1","60","0","1","0","-0.4","0.4","0","0","584944","-1","-1","18:58:16"
"TestNofixed","4400324193","Bob12","0","0.3","0.8","1451","1","-1","2","1","1","65","-1","3","8","0.6","16","0","48","0","1","0","-0.4","0.6","0","1","585230","-1","-1","18:58:16"
"TestNofixed","1924330878","Bob3","0","0.3","0.5","1408","-1","1","1","0","1","65","-1","3","5","0","12","1","40","0","1","0","-0.4","0","0","1","583185","-1","-1","18:58:16"
"TestNofixed","8717803471","Bob7","0","0.3","0.6","1383","1","-1","2","1","1","65","-1","3","6","0.2","11","0","28","0","1","0","-0.4","0.2","0","1","582384","-1","-1","18:58:16"
"TestNofixed","5397182363","Bob9","0","0.3","0.6","1467","1","1","2","1","1","66","-1","3","6","0.2","9","0","69","0","1","0","-0.4","0.2","0","1","586141","-1","-1","18:58:16"
"TestNofixed","9222120436","Bob10","0","0.3","0.7","1392","1","-1","2","1","1","66","-1","3","7","0.4","5","0","61","0","1","0","-0.4","0.4","0","1","585456","-1","-1","18:58:16"
"TestNofixed","8075390860","Bob2","0","0.3","0.7","1374","1","1","2","1","1","65","-1","3","7","0.4","5","0","34","0","1","0","-0.4","0.4","0","1","583389","-1","-1","18:58:17"
"TestNofixed","2796802837","Bob11","0","0.3","0.5","1361","-1","-1","1","0","1","65","-1","3","5","0","16","1","36","0","1","0","-0.4","0","0","1","586841","-1","-1","18:58:17"
"TestNofixed","6102502672","Bob18","0","0.3","0.8","1366","1","1","2","1","1","65","-1","3","8","6","0.6","1","76","0","1","0","-0.4","0.6","0","0","583650","-1","-1","18:58:17"
"TestNofixed","5347507835","Bob16","0","0.3","0.7","1438","-1","-1","2","1","1","65","-1","3","7","3","0.4","1","60","0","1","0","-0.4","0.4","0","0","585166","-1","-1","18:58:18"
"TestNofixed","3903750118","Bob5","0","0.3","0.6","1465","-1","-1","2","1","1","66","-1","3","6","0.2","13","0","51","0","1","0","-0.4","0.2","0","1","586271","-1","-1","18:58:18"
"TestNofixed","714591089","Bob8","0","0.3","0.8","1421","1","-1","2","1","1","66","-1","3","8","0.6","13","0","41","0","1","0","-0.4","0.6","0","1","586936","-1","-1","18:58:18"
"TestNofixed","4875751616","Bob15","0","0.3","0.7","1461","-1","-1","2","1","1","65","-1","3","7","6","0.4","1","38","0","1","0","-0.4","0.4","0","0","584109","-1","-1","18:58:18"
"TestNofixed","7946298863","Bob17","0","0.3","0.5","1409","-1","-1","1","0","1","65","-1","3","5","6","0","0","50","0","1","0","-0.4","0","0","0","584150","-1","-1","18:58:18"
"TestNofixed","3770375042","Bob1","0","0.3","0.9","1416","1","-1","2","1","1","66","-1","3","9","0.8","8","0","45","0","1","0","-0.4","0.8","0","1","587530","-1","-1","18:58:18"
"TestNofixed","4458819482","Bob4","0","0.3","0.6","1420","1","-1","2","1","1","66","-1","3","6","2","0.2","1","55","0","1","0","-0.4","0.2","0","0","586267","-1","-1","18:58:18"
"TestNofixed","9231069906","Bob13","0","0.3","0.9","1499","1","-1","2","1","1","66","-1","3","9","6","0.8","1","65","0","1","0","-0.4","0.8","0","0","586002","-1","-1","18:58:18"
"TestNofixed","1980223943","Bob0","0","0.3","0.9","1343","1","-1","2","1","1","66","-1","3","9","8","0.8","1","35","0","1","0","-0.4","0.8","0","0","586278","-1","-1","18:58:18"
"TestNofixed","8390723966","Bob19","0","0.3","0.5","1368","-1","1","1","0","1","66","-1","3","5","2","0","0","49","0","1","0","-0.4","0","0","0","586539","-1","-1","18:58:19"
"TestNofixed","5025811289","Bob6","0","0.3","0.8","1361","-1","-1","2","1","1","66","-1","3","8","5","0.6","1","59","0","1","0","-0.4","0.6","0","0","588217","-1","-1","18:58:19"
"TestNofixed","5419614958","Bob14","0","0.3","0.8","1482","1","1","2","1","1","66","-1","3","8","0.6","2","0","27","0","1","0","-0.4","0.6","0","1","587082","-1","-1","18:58:19"
"TestNofixed","4400324193","Bob12","0","0.3","0.9","1520","1","-1","2","1","1","66","-1","3","9","0.8","16","0","49","0","1","0","-0.4","0.8","0","1","588657","-1","-1","18:58:19"
"TestNofixed","8717803471","Bob7","0","0.3","0.7","1385","1","1","2","1","1","66","-1","3","7","0.4","11","0","29","0","1","0","-0.4","0.4","0","1","585678","-1","-1","18:58:19"
"TestNofixed","1924330878","Bob3","0","0.3","0.6","1459","-1","1","2","1","1","66","-1","3","6","12","0.2","1","39","0","1","0","-0.4","0.2","0","0","586551","-1","-1","18:58:19"
"TestNofixed","5397182363","Bob9","0","0.3","0.7","1498","-1","1","2","1","1","67","-1","3","7","0.4","9","0","68","0","1","0","-0.4","0.4","0","1","589579","-1","-1","18:58:20"
"TestNofixed","9222120436","Bob10","0","0.3","0.8","1395","1","-1","2","1","1","67","-1","3","8","5","0.6","1","62","0","1","0","-0.4","0.6","0","0","588764","-1","-1","18:58:20"
"TestNofixed","8075390860","Bob2","0","0.3","0.8","1355","1","-1","2","1","1","66","-1","3","8","5","0.6","1","35","0","1","0","-0.4","0.6","0","0","586654","-1","-1","18:58:20"
"TestNofixed","2796802837","Bob11","0","0.3","0.6","1409","1","1","2","1","1","66","-1","3","6","16","0.2","1","37","0","1","0","-0.4","0.2","0","0","590157","-1","-1","18:58:20"
"TestNofixed","6102502672","Bob18","0","0.3","0.9","1329","1","-1","2","1","1","66","-1","3","9","6","0.8","1","77","0","1","0","-0.4","0.8","0","0","586890","-1","-1","18:58:20"
"TestNofixed","5347507835","Bob16","0","0.3","0.8","1390","1","1","2","1","1","66","-1","3","8","3","0.6","1","61","0","1","0","-0.4","0.6","0","0","588467","-1","-1","18:58:21"
"TestNofixed","3903750118","Bob5","0","0.3","0.7","1438","1","1","2","1","1","67","-1","3","7","13","0.4","1","52","0","1","0","-0.4","0.4","0","0","589622","-1","-1","18:58:21"
"TestNofixed","4875751616","Bob15","0","0.3","0.8","1411","-1","-1","2","1","1","66","-1","3","8","6","0.6","1","37","0","1","0","-0.4","0.6","0","0","587430","-1","-1","18:58:21"
"TestNofixed","714591089","Bob8","0","0.3","0.9","1433","1","-1","2","1","1","67","-1","3","9","0.8","13","0","42","0","1","0","-0.4","0.8","0","1","590276","-1","-1","18:58:21"
"TestNofixed","7946298863","Bob17","0","0.3","0.6","1398","-1","1","2","1","1","66","-1","3","6","0.2","6","0","49","0","1","0","-0.4","0.2","0","1","587467","-1","-1","18:58:21"
"TestNofixed","3770375042","Bob1","0","0.3","1","1421","1","-1","2","1","1","67","-1","3","10","8","1","1","46","0","1","0","-0.4","1","0","0","590864","-1","-1","18:58:21"
"TestNofixed","4458819482","Bob4","0","0.3","0.7","1371","-1","-1","2","1","1","67","-1","3","7","2","0.4","1","54","0","1","0","-0.4","0.4","0","0","589547","-1","-1","18:58:21"
"TestNofixed","9231069906","Bob13","0","0.3","1","1360","1","-1","2","1","1","67","-1","3","10","1","6","0","66","0","1","0","-0.4","1","0","1","589286","-1","-1","18:58:21"
"TestNofixed","1980223943","Bob0","0","0.3","1","1358","1","-1","2","1","1","67","-1","3","10","8","1","1","36","0","1","0","-0.4","1","0","0","589544","-1","-1","18:58:22"
"TestNofixed","8390723966","Bob19","0","0.3","0.6","1321","1","-1","2","1","1","67","-1","3","6","2","0.2","1","50","0","1","0","-0.4","0.2","0","0","589772","-1","-1","18:58:22"
"TestNofixed","5025811289","Bob6","0","0.3","0.9","1419","1","-1","2","1","1","67","-1","3","9","0.8","5","0","60","0","1","0","-0.4","0.8","0","1","591547","-1","-1","18:58:22"
"TestNofixed","5419614958","Bob14","0","0.3","0.9","1442","-1","1","2","1","1","67","-1","3","9","2","0.8","1","26","0","1","0","-0.4","0.8","0","0","590465","-1","-1","18:58:22"
"TestNofixed","4400324193","Bob12","0","0.3","1","1485","1","1","2","1","1","67","-1","3","10","1","16","0","50","0","1","0","-0.4","1","0","1","592063","-1","-1","18:58:23"
"TestNofixed","1924330878","Bob3","0","0.3","0.7","1363","1","-1","2","1","1","67","-1","3","7","12","0.4","1","40","0","1","0","-0.4","0.4","0","0","589824","-1","-1","18:58:23"
"TestNofixed","8717803471","Bob7","0","0.3","0.8","1442","1","-1","2","1","1","67","-1","3","8","0.6","11","0","30","0","1","0","-0.4","0.6","0","1","589034","-1","-1","18:58:23"
"TestNofixed","9222120436","Bob10","0","0.3","0.9","1405","1","-1","2","1","1","68","-1","3","9","0.8","5","0","63","0","1","0","-0.4","0.8","0","1","592089","-1","-1","18:58:23"
"TestNofixed","5397182363","Bob9","0","0.3","0.8","1454","1","1","2","1","1","68","-1","3","8","0.6","9","0","69","0","1","0","-0.4","0.6","0","1","592957","-1","-1","18:58:23"
"TestNofixed","8075390860","Bob2","0","0.3","0.9","1328","1","1","2","1","1","67","-1","3","9","0.8","5","0","36","0","1","0","-0.4","0.8","0","1","589896","-1","-1","18:58:23"
"TestNofixed","2796802837","Bob11","0","0.3","0.7","1411","1","1","2","1","1","67","-1","3","7","0.4","16","0","38","0","1","0","-0.4","0.4","0","1","593477","-1","-1","18:58:23"
"TestNofixed","6102502672","Bob18","0","0.3","1","1380","1","-1","2","1","1","67","-1","3","10","1","6","0","78","0","1","0","-0.4","1","0","1","590183","-1","-1","18:58:24"
"TestNofixed","5347507835","Bob16","0","0.3","0.9","1388","1","-1","2","1","1","67","-1","3","9","3","0.8","1","62","0","1","0","-0.4","0.8","0","0","591761","-1","-1","18:58:24"
"TestNofixed","3903750118","Bob5","0","0.3","0.8","1332","1","1","2","1","1","68","-1","3","8","0.6","13","0","53","0","1","0","-0.4","0.6","0","1","592887","-1","-1","18:58:24"
"TestNofixed","4875751616","Bob15","0","0.3","0.9","1414","-1","-1","2","1","1","67","-1","3","9","0.8","6","0","36","0","1","0","-0.4","0.8","0","1","590754","-1","-1","18:58:24"
"TestNofixed","7946298863","Bob17","0","0.3","0.7","1468","1","1","2","1","1","67","-1","3","7","0.4","6","0","50","0","1","0","-0.4","0.4","0","1","590848","-1","-1","18:58:24"
"TestNofixed","3770375042","Bob1","0","0.9","0.3","1445","1","-1","1","1","1","68","-1","9","3","-0.4","0.8","1","47","0","0","0","0.8","-0.4","1","1","594221","-1","-1","18:58:24"
"TestNofixed","714591089","Bob8","0","0.3","1","1549","1","-1","2","1","1","68","-1","3","10","13","1","1","43","0","1","0","-0.4","1","0","0","593738","-1","-1","18:58:24"
"TestNofixed","4458819482","Bob4","0","0.3","0.8","1443","1","-1","2","1","1","68","-1","3","8","2","0.6","1","55","0","1","0","-0.4","0.6","0","0","592906","-1","-1","18:58:25"
"TestNofixed","9231069906","Bob13","0","0.6","0","1405","1","-1","1","1","1","68","-1","6","0","12","-1","0","67","0","1","0","0.2","-1","0","0","592606","-1","-1","18:58:25"
"TestNofixed","1980223943","Bob0","0","0.6","0","1348","-1","-1","1","1","1","68","-1","6","0","-1","9","1","35","0","1","0","0.2","-1","0","1","592799","-1","-1","18:58:25"
"TestNofixed","8390723966","Bob19","0","0.3","0.7","1417","1","-1","2","1","1","68","-1","3","7","0.4","2","0","51","0","1","0","-0.4","0.4","0","1","593100","-1","-1","18:58:25"
"TestNofixed","5025811289","Bob6","0","0.3","1","1406","1","1","2","1","1","68","-1","3","10","1","5","0","61","0","1","0","-0.4","1","0","1","594888","-1","-1","18:58:26"
"TestNofixed","5419614958","Bob14","0","0.3","1","1461","1","1","2","1","1","68","-1","3","10","2","1","1","27","0","1","0","-0.4","1","0","0","593847","-1","-1","18:58:26"
"TestNofixed","4400324193","Bob12","0","0.6","0","1356","-1","-1","1","1","1","68","-1","6","0","11","-1","0","49","0","1","0","0.2","-1","0","0","595328","-1","-1","18:58:26"
